OP,A1,A2,A3 
?,81,81,81
?,29624,29624,29624
?,32648,32648,32648
?,31203,31203,31203
?,24366,24366,24366
?,5067,5067,5067
?,3536,3536,3536
?,3031,3031,3031
?,13477,13477,13477
?,11529,11529,11529
?,10383,10383,10383
?,28241,28241,28241
?,1743,1743,1743
?,31183,31183,31183
?,15855,15855,15855
?,18805,18805,18805
?,30428,30428,30428
?,33390,33390,33390
?,18805,18805,18805
?,15718,15718,15718
?,10536,10536,10536
?,27929,27929,27929
?,30652,30652,30652
?,16816,16816,16816
?,20289,20289,20289
?,27671,27671,27671
?,17837,17837,17837
?,14368,14368,14368
?,5088,5088,5088
?,4055,4055,4055
?,13688,13688,13688
?,9197,9197,9197
?,14305,14305,14305
?,15202,15202,15202
?,23199,23199,23199
?,16879,16879,16879
?,15906,15906,15906
?,29268,29268,29268
?,28487,28487,28487
?,31530,31530,31530
?,15475,15475,15475
?,3613,3613,3613
?,23300,23300,23300
?,22470,22470,22470
?,11405,11405,11405
?,5057,5057,5057
?,27711,27711,27711
?,18195,18195,18195
?,22366,22366,22366
?,27497,27497,27497
?,9734,9734,9734
?,9084,9084,9084
?,17789,17789,17789
?,13503,13503,13503
?,6107,6107,6107
?,8926,8926,8926
?,5239,5239,5239
?,9782,9782,9782
?,23313,23313,23313
?,23966,23966,23966
?,32861,32861,32861
?,32888,32888,32888
?,12809,12809,12809
?,11037,11037,11037
?,13501,13501,13501
?,1374,1374,1374
?,31273,31273,31273
?,7831,7831,7831
?,17514,17514,17514
?,7279,7279,7279
?,8363,8363,8363
?,21617,21617,21617
?,30630,30630,30630
?,1360,1360,1360
?,27038,27038,27038
?,29527,29527,29527
?,3834,3834,3834
?,29968,29968,29968
?,32652,32652,32652
?,12220,12220,12220
?,19670,19670,19670
?,16624,16624,16624
?,22515,22515,22515
?,19690,19690,19690
?,30730,30730,30730
?,21357,21357,21357
?,28712,28712,28712
?,4549,4549,4549
?,6757,6757,6757
?,15110,15110,15110
?,7221,7221,7221
?,24502,24502,24502
?,27212,27212,27212
?,31881,31881,31881
?,13821,13821,13821
?,7676,7676,7676
?,2720,2720,2720
?,8554,8554,8554
?,19562,19562,19562
?,10310,10310,10310
?,25376,25376,25376
?,19378,19378,19378
?,20795,20795,20795
?,28132,28132,28132
?,15128,15128,15128
?,18335,18335,18335
?,28012,28012,28012
?,18791,18791,18791
?,24326,24326,24326
?,33656,33656,33656
?,14007,14007,14007
?,6524,6524,6524
?,824,824,824
?,955,955,955
?,12608,12608,12608
?,22689,22689,22689
?,22608,22608,22608
?,32993,32993,32993
?,31211,31211,31211
?,8864,8864,8864
?,24774,24774,24774
?,12479,12479,12479
?,12285,12285,12285
?,31035,31035,31035
?,22936,22936,22936
?,2259,2259,2259
?,12276,12276,12276
?,32171,32171,32171
?,4650,4650,4650
?,10133,10133,10133
?,25485,25485,25485
?,20035,20035,20035
?,12076,12076,12076
?,7239,7239,7239
?,439,439,439
?,11338,11338,11338
?,15423,15423,15423
?,28762,28762,28762
?,10642,10642,10642
?,2033,2033,2033
?,32022,32022,32022
?,16346,16346,16346
?,28489,28489,28489
?,27144,27144,27144
?,20157,20157,20157
?,32351,32351,32351
?,2744,2744,2744
?,24823,24823,24823
?,20506,20506,20506
?,174,174,174
?,7668,7668,7668
?,26522,26522,26522
?,17505,17505,17505
?,14460,14460,14460
?,15708,15708,15708
?,22643,22643,22643
?,27136,27136,27136
?,9408,9408,9408
?,12381,12381,12381
?,21844,21844,21844
?,1745,1745,1745
?,11283,11283,11283
?,4794,4794,4794
?,5067,5067,5067
?,7913,7913,7913
?,33344,33344,33344
?,30907,30907,30907
?,352,352,352
?,2894,2894,2894
?,271,271,271
?,2628,2628,2628
?,9176,9176,9176
?,11717,11717,11717
?,8378,8378,8378
?,3609,3609,3609
?,23524,23524,23524
?,15453,15453,15453
?,8603,8603,8603
?,10933,10933,10933
?,2787,2787,2787
?,15404,15404,15404
?,23552,23552,23552
?,25132,25132,25132
?,3231,3231,3231
?,1988,1988,1988
?,19102,19102,19102
?,27832,27832,27832
?,25099,25099,25099
?,4646,4646,4646
?,29294,29294,29294
?,7638,7638,7638
?,1017,1017,1017
?,6040,6040,6040
?,18744,18744,18744
?,30813,30813,30813
?,11886,11886,11886
?,17273,17273,17273
?,30526,30526,30526
?,23098,23098,23098
?,6529,6529,6529
?,7981,7981,7981
?,31922,31922,31922
?,12548,12548,12548
?,2883,2883,2883
?,25702,25702,25702
?,27441,27441,27441
?,21247,21247,21247
?,3820,3820,3820
?,26404,26404,26404
?,32943,32943,32943
?,23925,23925,23925
?,30281,30281,30281
?,28155,28155,28155
?,2539,2539,2539
?,11981,11981,11981
?,30465,30465,30465
?,12902,12902,12902
?,7938,7938,7938
?,27835,27835,27835
?,1304,1304,1304
?,15639,15639,15639
?,22832,22832,22832
?,3487,3487,3487
?,10075,10075,10075
?,20013,20013,20013
?,22300,22300,22300
?,1024,1024,1024
?,25816,25816,25816
?,13058,13058,13058
?,8300,8300,8300
?,30345,30345,30345
?,3985,3985,3985
?,22903,22903,22903
?,10125,10125,10125
?,18048,18048,18048
?,5769,5769,5769
?,28015,28015,28015
?,16854,16854,16854
?,20576,20576,20576
?,28264,28264,28264
?,19647,19647,19647
?,25008,25008,25008
?,27243,27243,27243
?,24832,24832,24832
?,30593,30593,30593
?,25989,25989,25989
?,16669,16669,16669
?,26984,26984,26984
?,7872,7872,7872
?,18223,18223,18223
?,10868,10868,10868
?,33098,33098,33098
?,19990,19990,19990
?,548,548,548
?,1137,1137,1137
?,331,331,331
?,886,886,886
?,7192,7192,7192
?,13876,13876,13876
?,29072,29072,29072
?,17243,17243,17243
?,12542,12542,12542
?,29318,29318,29318
?,33462,33462,33462
?,17775,17775,17775
?,32054,32054,32054
?,6398,6398,6398
?,1130,1130,1130
?,31111,31111,31111
?,15746,15746,15746
?,33269,33269,33269
?,11685,11685,11685
?,12484,12484,12484
?,11826,11826,11826
?,9652,9652,9652
?,21307,21307,21307
?,14616,14616,14616
?,14628,14628,14628
?,31516,31516,31516
?,28017,28017,28017
?,10777,10777,10777
?,9260,9260,9260
?,13703,13703,13703
?,15422,15422,15422
?,17602,17602,17602
?,21595,21595,21595
?,2911,2911,2911
?,7577,7577,7577
?,22434,22434,22434
?,18085,18085,18085
?,7774,7774,7774
?,30849,30849,30849
?,32363,32363,32363
?,26534,26534,26534
?,24188,24188,24188
?,30266,30266,30266
?,27627,27627,27627
?,28646,28646,28646
?,5146,5146,5146
?,2773,2773,2773
?,3308,3308,3308
?,2343,2343,2343
?,1246,1246,1246
?,23036,23036,23036
?,5655,5655,5655
?,8034,8034,8034
?,24984,24984,24984
?,10662,10662,10662
?,17573,17573,17573
?,32741,32741,32741
?,15646,15646,15646
?,14107,14107,14107
?,13508,13508,13508
?,19752,19752,19752
?,33306,33306,33306
?,5587,5587,5587
?,18690,18690,18690
?,3677,3677,3677
?,8415,8415,8415
?,25872,25872,25872
?,25488,25488,25488
?,14765,14765,14765
?,5649,5649,5649
?,20974,20974,20974
?,22784,22784,22784
?,23002,23002,23002
?,3136,3136,3136
?,1237,1237,1237
?,32990,32990,32990
?,31518,31518,31518
?,24284,24284,24284
?,32656,32656,32656
?,22182,22182,22182
?,30208,30208,30208
?,21529,21529,21529
?,6457,6457,6457
?,13893,13893,13893
?,7186,7186,7186
?,33356,33356,33356
?,14639,14639,14639
?,8901,8901,8901
?,12621,12621,12621
?,32192,32192,32192
?,3554,3554,3554
?,18408,18408,18408
?,17998,17998,17998
?,16786,16786,16786
?,25439,25439,25439
?,20951,20951,20951
?,1084,1084,1084
?,6908,6908,6908
?,12979,12979,12979
?,5744,5744,5744
?,16028,16028,16028
?,33198,33198,33198
?,24044,24044,24044
?,19552,19552,19552
?,7153,7153,7153
?,20232,20232,20232
?,11598,11598,11598
?,14797,14797,14797
?,10541,10541,10541
?,26408,26408,26408
?,18339,18339,18339
?,21180,21180,21180
?,29726,29726,29726
?,3011,3011,3011
?,4308,4308,4308
?,30798,30798,30798
?,29413,29413,29413
?,16359,16359,16359
?,14978,14978,14978
?,31927,31927,31927
?,2492,2492,2492
?,4377,4377,4377
?,3095,3095,3095
?,27672,27672,27672
?,23682,23682,23682
?,12622,12622,12622
?,26322,26322,26322
?,2899,2899,2899
?,22676,22676,22676
?,19302,19302,19302
?,31877,31877,31877
?,5435,5435,5435
?,12049,12049,12049
?,30998,30998,30998
?,15267,15267,15267
?,5179,5179,5179
?,2495,2495,2495
?,10211,10211,10211
?,25433,25433,25433
?,10816,10816,10816
?,31490,31490,31490
?,30663,30663,30663
?,20549,20549,20549
?,27421,27421,27421
?,18,18,18
?,28461,28461,28461
?,1445,1445,1445
?,19706,19706,19706
?,7591,7591,7591
?,33125,33125,33125
?,28421,28421,28421
?,25442,25442,25442
?,701,701,701
?,23555,23555,23555
?,25181,25181,25181
?,26407,26407,26407
?,6576,6576,6576
?,5567,5567,5567
?,12247,12247,12247
?,8498,8498,8498
?,5699,5699,5699
?,1141,1141,1141
?,31511,31511,31511
?,20527,20527,20527
?,32943,32943,32943
?,28232,28232,28232
?,19938,19938,19938
?,14377,14377,14377
?,23662,23662,23662
?,15562,15562,15562
?,1466,1466,1466
?,32313,32313,32313
?,21088,21088,21088
?,14629,14629,14629
?,12990,12990,12990
?,24735,24735,24735
?,12992,12992,12992
?,7398,7398,7398
?,17161,17161,17161
?,8824,8824,8824
?,32873,32873,32873
?,26743,26743,26743
?,6190,6190,6190
?,26496,26496,26496
?,7870,7870,7870
?,31121,31121,31121
?,20957,20957,20957
?,25867,25867,25867
?,28311,28311,28311
?,14284,14284,14284
?,16407,16407,16407
?,20786,20786,20786
?,18014,18014,18014
?,25038,25038,25038
?,18335,18335,18335
?,11114,11114,11114
?,11308,11308,11308
?,1878,1878,1878
?,27267,27267,27267
?,10039,10039,10039
?,22173,22173,22173
?,22488,22488,22488
?,15769,15769,15769
?,3570,3570,3570
?,711,711,711
?,12986,12986,12986
?,22918,22918,22918
?,3871,3871,3871
?,30148,30148,30148
?,24133,24133,24133
?,26589,26589,26589
?,16097,16097,16097
?,16644,16644,16644
?,18996,18996,18996
?,6349,6349,6349
?,2569,2569,2569
?,33224,33224,33224
?,22806,22806,22806
?,15238,15238,15238
?,19023,19023,19023
?,15729,15729,15729
?,5600,5600,5600
?,12218,12218,12218
?,28879,28879,28879
?,10721,10721,10721
?,29673,29673,29673
?,28999,28999,28999
?,33167,33167,33167
?,13744,13744,13744
?,18911,18911,18911
?,3086,3086,3086
?,32552,32552,32552
?,12315,12315,12315
?,9024,9024,9024
?,32896,32896,32896
?,5178,5178,5178
?,5829,5829,5829
?,25305,25305,25305
?,31053,31053,31053
?,5638,5638,5638
?,32184,32184,32184
?,29617,29617,29617
?,6147,6147,6147
?,7813,7813,7813
?,444,444,444
?,14806,14806,14806
?,18645,18645,18645
?,2849,2849,2849
?,11437,11437,11437
?,3492,3492,3492
?,32207,32207,32207
?,14338,14338,14338
?,28624,28624,28624
?,4329,4329,4329
?,32644,32644,32644
?,20376,20376,20376
?,20929,20929,20929
?,29820,29820,29820
?,17152,17152,17152
?,6914,6914,6914
?,31047,31047,31047
?,4349,4349,4349
?,32898,32898,32898
?,17826,17826,17826
?,378,378,378
?,1178,1178,1178
?,4075,4075,4075
?,1853,1853,1853
?,1007,1007,1007
?,5914,5914,5914
?,14921,14921,14921
?,15650,15650,15650
?,3866,3866,3866
?,11044,11044,11044
?,7697,7697,7697
?,18107,18107,18107
?,1208,1208,1208
?,16730,16730,16730
?,527,527,527
?,5223,5223,5223
?,6138,6138,6138
?,16203,16203,16203
?,10595,10595,10595
?,7140,7140,7140
?,23281,23281,23281
?,5113,5113,5113
?,9831,9831,9831
?,30545,30545,30545
?,32246,32246,32246
?,9651,9651,9651
?,17470,17470,17470
?,18913,18913,18913
?,16372,16372,16372
?,29380,29380,29380
?,27559,27559,27559
?,18940,18940,18940
?,21123,21123,21123
?,24735,24735,24735
?,4948,4948,4948
?,20333,20333,20333
?,27937,27937,27937
?,6466,6466,6466
?,24465,24465,24465
?,12850,12850,12850
?,13524,13524,13524
?,26030,26030,26030
?,21516,21516,21516
?,29041,29041,29041
?,20288,20288,20288
?,31942,31942,31942
?,2917,2917,2917
?,6834,6834,6834
?,19104,19104,19104
?,30238,30238,30238
?,7780,7780,7780
?,12133,12133,12133
?,979,979,979
?,33483,33483,33483
?,14696,14696,14696
?,14601,14601,14601
?,8606,8606,8606
?,24634,24634,24634
?,22777,22777,22777
?,27661,27661,27661
?,7949,7949,7949
?,30809,30809,30809
?,24812,24812,24812
?,4620,4620,4620
?,8888,8888,8888
?,24707,24707,24707
?,26422,26422,26422
?,26964,26964,26964
?,7746,7746,7746
?,25234,25234,25234
?,10344,10344,10344
?,29988,29988,29988
?,29689,29689,29689
?,1758,1758,1758
?,32923,32923,32923
?,27809,27809,27809
?,24696,24696,24696
?,23272,23272,23272
?,29882,29882,29882
?,19428,19428,19428
?,27802,27802,27802
?,24325,24325,24325
?,29486,29486,29486
?,28988,28988,28988
?,20956,20956,20956
?,30408,30408,30408
?,32142,32142,32142
?,28422,28422,28422
?,31615,31615,31615
?,14021,14021,14021
?,33225,33225,33225
?,1028,1028,1028
?,2572,2572,2572
?,30302,30302,30302
?,20848,20848,20848
?,2228,2228,2228
?,26967,26967,26967
?,8724,8724,8724
?,12593,12593,12593
?,16266,16266,16266
?,31127,31127,31127
?,15402,15402,15402
?,14679,14679,14679
?,15651,15651,15651
?,18288,18288,18288
?,30647,30647,30647
?,18516,18516,18516
?,6117,6117,6117
?,11516,11516,11516
?,28443,28443,28443
?,32687,32687,32687
?,32776,32776,32776
?,26499,26499,26499
?,22141,22141,22141
?,29413,29413,29413
?,3421,3421,3421
?,29279,29279,29279
?,16115,16115,16115
?,24123,24123,24123
?,17139,17139,17139
?,26388,26388,26388
?,198,198,198
?,23554,23554,23554
?,10185,10185,10185
?,5332,5332,5332
?,30141,30141,30141
?,13770,13770,13770
?,8867,8867,8867
?,4372,4372,4372
?,16289,16289,16289
?,14278,14278,14278
?,199,199,199
?,21776,21776,21776
?,28759,28759,28759
?,10975,10975,10975
?,33287,33287,33287
?,987,987,987
?,10774,10774,10774
?,10252,10252,10252
?,22710,22710,22710
?,21868,21868,21868
?,32764,32764,32764
?,26107,26107,26107
?,14287,14287,14287
?,3615,3615,3615
?,33559,33559,33559
?,14110,14110,14110
?,32648,32648,32648
?,2090,2090,2090
?,28747,28747,28747
?,4485,4485,4485
?,666,666,666
?,27357,27357,27357
?,8350,8350,8350
?,12349,12349,12349
?,5447,5447,5447
?,22663,22663,22663
?,18484,18484,18484
?,14736,14736,14736
?,20091,20091,20091
?,19242,19242,19242
?,5161,5161,5161
?,32248,32248,32248
?,20335,20335,20335
?,29762,29762,29762
?,201,201,201
?,18696,18696,18696
?,26018,26018,26018
?,31981,31981,31981
?,8130,8130,8130
?,7328,7328,7328
?,28826,28826,28826
?,10378,10378,10378
?,19212,19212,19212
?,20723,20723,20723
?,24716,24716,24716
?,15703,15703,15703
?,16784,16784,16784
?,13241,13241,13241
?,27689,27689,27689
?,24489,24489,24489
?,3082,3082,3082
?,16425,16425,16425
?,6840,6840,6840
?,27365,27365,27365
?,9259,9259,9259
?,25677,25677,25677
?,29829,29829,29829
?,11699,11699,11699
?,17433,17433,17433
?,711,711,711
?,33126,33126,33126
?,24867,24867,24867
?,10745,10745,10745
?,32276,32276,32276
?,3723,3723,3723
?,5464,5464,5464
?,16161,16161,16161
?,9351,9351,9351
?,6622,6622,6622
?,24392,24392,24392
?,26093,26093,26093
?,27778,27778,27778
?,29414,29414,29414
?,4055,4055,4055
?,4131,4131,4131
?,5022,5022,5022
?,33477,33477,33477
?,30481,30481,30481
?,7784,7784,7784
?,30459,30459,30459
?,7288,7288,7288
?,476,476,476
?,17549,17549,17549
?,21864,21864,21864
?,10401,10401,10401
?,2954,2954,2954
?,31217,31217,31217
?,5146,5146,5146
?,1465,1465,1465
?,9821,9821,9821
?,11304,11304,11304
?,5163,5163,5163
?,15879,15879,15879
?,6858,6858,6858
?,26057,26057,26057
?,2121,2121,2121
?,20525,20525,20525
?,2291,2291,2291
?,12505,12505,12505
?,20477,20477,20477
?,25218,25218,25218
?,7143,7143,7143
?,5891,5891,5891
?,31044,31044,31044
?,15593,15593,15593
?,19357,19357,19357
?,5892,5892,5892
?,31620,31620,31620
?,16828,16828,16828
?,5767,5767,5767
?,18274,18274,18274
?,26720,26720,26720
?,22640,22640,22640
?,23870,23870,23870
?,19663,19663,19663
?,21474,21474,21474
?,5629,5629,5629
?,12013,12013,12013
?,16209,16209,16209
?,13530,13530,13530
?,22300,22300,22300
?,23867,23867,23867
?,4915,4915,4915
?,27200,27200,27200
?,19772,19772,19772
?,5710,5710,5710
?,22869,22869,22869
?,26914,26914,26914
?,26619,26619,26619
?,12674,12674,12674
?,1541,1541,1541
?,12872,12872,12872
?,25025,25025,25025
?,13095,13095,13095
?,15250,15250,15250
?,33590,33590,33590
?,27006,27006,27006
?,20168,20168,20168
?,33356,33356,33356
?,26190,26190,26190
?,21809,21809,21809
?,1251,1251,1251
?,3573,3573,3573
?,29259,29259,29259
?,19305,19305,19305
?,17165,17165,17165
?,13684,13684,13684
?,21337,21337,21337
?,11755,11755,11755
?,20780,20780,20780
?,95,95,95
?,4215,4215,4215
?,5744,5744,5744
?,27081,27081,27081
?,23980,23980,23980
?,15140,15140,15140
?,26059,26059,26059
?,17017,17017,17017
?,30215,30215,30215
?,1290,1290,1290
?,25745,25745,25745
?,28519,28519,28519
?,27985,27985,27985
?,31450,31450,31450
?,31815,31815,31815
?,33245,33245,33245
?,6494,6494,6494
?,13630,13630,13630
?,17351,17351,17351
?,4228,4228,4228
?,20247,20247,20247
?,22425,22425,22425
?,9811,9811,9811
?,17960,17960,17960
?,18053,18053,18053
?,28391,28391,28391
?,18004,18004,18004
?,4249,4249,4249
?,20733,20733,20733
?,14161,14161,14161
?,22683,22683,22683
?,1607,1607,1607
?,1135,1135,1135
?,17399,17399,17399
?,12868,12868,12868
?,23014,23014,23014
?,4974,4974,4974
?,18173,18173,18173
?,2575,2575,2575
?,24814,24814,24814
?,13675,13675,13675
?,10055,10055,10055
?,16876,16876,16876
?,26479,26479,26479
?,23855,23855,23855
?,6444,6444,6444
?,13400,13400,13400
?,9489,9489,9489
?,29869,29869,29869
?,5623,5623,5623
?,3223,3223,3223
?,2264,2264,2264
?,19611,19611,19611
?,6797,6797,6797
?,11336,11336,11336
?,28133,28133,28133
?,18368,18368,18368
?,15436,15436,15436
?,17386,17386,17386
?,30937,30937,30937
?,1696,1696,1696
?,6424,6424,6424
