OP,A1,A2,A3 
?,3171,3171,3171
?,1104,1104,1104
?,3908,3908,3908
?,2366,2366,2366
?,1642,1642,1642
?,2430,2430,2430
?,117,117,117
?,672,672,672
?,2098,2098,2098
?,682,682,682
?,3778,3778,3778
?,1232,1232,1232
?,3632,3632,3632
?,2445,2445,2445
?,3954,3954,3954
?,2858,2858,2858
?,3862,3862,3862
?,2147,2147,2147
?,813,813,813
?,3898,3898,3898
?,3984,3984,3984
?,2327,2327,2327
?,3080,3080,3080
?,572,572,572
?,533,533,533
?,2718,2718,2718
?,1365,1365,1365
?,3230,3230,3230
?,3932,3932,3932
?,221,221,221
?,3975,3975,3975
?,371,371,371
?,1267,1267,1267
?,3248,3248,3248
?,3137,3137,3137
?,580,580,580
?,3283,3283,3283
?,1418,1418,1418
?,1879,1879,1879
?,1622,1622,1622
?,678,678,678
?,1887,1887,1887
?,4,4,4
?,2698,2698,2698
?,605,605,605
?,821,821,821
?,3617,3617,3617
?,705,705,705
?,1235,1235,1235
?,1260,1260,1260
?,330,330,330
?,757,757,757
?,968,968,968
?,3514,3514,3514
?,833,833,833
?,1789,1789,1789
?,370,370,370
?,2967,2967,2967
?,1003,1003,1003
?,632,632,632
?,2805,2805,2805
?,2275,2275,2275
?,3464,3464,3464
?,3177,3177,3177
?,1533,1533,1533
?,21,21,21
?,1956,1956,1956
?,653,653,653
?,1412,1412,1412
?,410,410,410
?,1929,1929,1929
?,2253,2253,2253
?,2814,2814,2814
?,1615,1615,1615
?,2863,2863,2863
?,871,871,871
?,3739,3739,3739
?,1935,1935,1935
?,2738,2738,2738
?,1542,1542,1542
?,3406,3406,3406
?,1899,1899,1899
?,2893,2893,2893
?,995,995,995
?,3126,3126,3126
?,3756,3756,3756
?,393,393,393
?,1588,1588,1588
?,527,527,527
?,1304,1304,1304
?,3126,3126,3126
?,3831,3831,3831
?,547,547,547
?,1638,1638,1638
?,3168,3168,3168
?,1340,1340,1340
?,3679,3679,3679
?,1160,1160,1160
?,3358,3358,3358
?,2764,2764,2764
?,2992,2992,2992
?,3575,3575,3575
?,1740,1740,1740
?,2446,2446,2446
?,1614,1614,1614
?,2188,2188,2188
?,294,294,294
?,1421,1421,1421
?,2001,2001,2001
?,2744,2744,2744
?,3033,3033,3033
?,3975,3975,3975
?,2403,2403,2403
?,111,111,111
?,909,909,909
?,3628,3628,3628
?,2493,2493,2493
?,730,730,730
?,3146,3146,3146
?,964,964,964
?,1512,1512,1512
?,1484,1484,1484
?,1393,1393,1393
?,2054,2054,2054
?,3372,3372,3372
?,7,7,7
?,2501,2501,2501
?,2455,2455,2455
?,3079,3079,3079
?,1631,1631,1631
?,3747,3747,3747
?,317,317,317
?,2645,2645,2645
?,943,943,943
?,566,566,566
?,2048,2048,2048
?,770,770,770
?,182,182,182
?,866,866,866
?,1237,1237,1237
?,1784,1784,1784
?,381,381,381
?,1391,1391,1391
?,1574,1574,1574
?,2679,2679,2679
?,737,737,737
?,1744,1744,1744
?,618,618,618
?,1168,1168,1168
?,1275,1275,1275
?,1585,1585,1585
?,2766,2766,2766
?,3364,3364,3364
?,1969,1969,1969
?,143,143,143
?,1070,1070,1070
?,3927,3927,3927
?,3912,3912,3912
?,1728,1728,1728
?,736,736,736
?,670,670,670
?,1632,1632,1632
?,2795,2795,2795
?,2120,2120,2120
?,3418,3418,3418
?,436,436,436
?,1905,1905,1905
?,3303,3303,3303
?,339,339,339
?,1419,1419,1419
?,2811,2811,2811
?,3002,3002,3002
?,416,416,416
?,2687,2687,2687
?,3533,3533,3533
?,1657,1657,1657
?,3292,3292,3292
?,3306,3306,3306
?,51,51,51
?,659,659,659
?,1307,1307,1307
?,528,528,528
?,2354,2354,2354
?,2077,2077,2077
?,1573,1573,1573
?,2812,2812,2812
?,1863,1863,1863
?,48,48,48
?,1992,1992,1992
?,2679,2679,2679
?,3932,3932,3932
?,2746,2746,2746
?,1646,1646,1646
?,1731,1731,1731
?,3160,3160,3160
?,224,224,224
?,1241,1241,1241
?,1741,1741,1741
?,1060,1060,1060
?,3040,3040,3040
?,2598,2598,2598
?,475,475,475
?,2473,2473,2473
?,3306,3306,3306
?,3287,3287,3287
?,3721,3721,3721
?,1845,1845,1845
?,2057,2057,2057
?,1528,1528,1528
?,3199,3199,3199
?,1940,1940,1940
?,2917,2917,2917
?,1373,1373,1373
?,3458,3458,3458
?,2192,2192,2192
?,3981,3981,3981
?,1495,1495,1495
?,458,458,458
?,3218,3218,3218
?,733,733,733
?,4018,4018,4018
?,1737,1737,1737
?,2178,2178,2178
?,3112,3112,3112
?,1571,1571,1571
?,3565,3565,3565
?,2764,2764,2764
?,328,328,328
?,616,616,616
?,29,29,29
?,1381,1381,1381
?,3884,3884,3884
?,3827,3827,3827
?,2899,2899,2899
?,2418,2418,2418
?,1057,1057,1057
?,810,810,810
?,2110,2110,2110
?,3330,3330,3330
?,2518,2518,2518
?,2981,2981,2981
?,3573,3573,3573
?,1864,1864,1864
?,1782,1782,1782
?,199,199,199
?,1904,1904,1904
?,1154,1154,1154
?,164,164,164
?,498,498,498
?,3555,3555,3555
?,2006,2006,2006
?,1886,1886,1886
?,1504,1504,1504
?,206,206,206
?,3643,3643,3643
?,2455,2455,2455
?,2812,2812,2812
?,1513,1513,1513
?,1034,1034,1034
?,1744,1744,1744
?,1383,1383,1383
?,2765,2765,2765
?,1214,1214,1214
?,3141,3141,3141
?,3356,3356,3356
?,97,97,97
?,2224,2224,2224
?,1095,1095,1095
?,733,733,733
?,1202,1202,1202
?,1462,1462,1462
?,1709,1709,1709
?,72,72,72
?,1830,1830,1830
?,1330,1330,1330
?,1220,1220,1220
?,2605,2605,2605
?,146,146,146
?,2441,2441,2441
?,458,458,458
?,1464,1464,1464
?,2998,2998,2998
?,150,150,150
?,2177,2177,2177
?,3026,3026,3026
?,1623,1623,1623
?,1019,1019,1019
?,718,718,718
?,345,345,345
?,2192,2192,2192
?,388,388,388
?,517,517,517
?,2977,2977,2977
?,593,593,593
?,2593,2593,2593
?,2022,2022,2022
?,1766,1766,1766
?,3657,3657,3657
?,1126,1126,1126
?,1415,1415,1415
?,3981,3981,3981
?,1877,1877,1877
?,2823,2823,2823
?,2529,2529,2529
?,1000,1000,1000
?,3764,3764,3764
?,3382,3382,3382
?,3702,3702,3702
?,3420,3420,3420
?,3819,3819,3819
?,3002,3002,3002
?,3361,3361,3361
?,2145,2145,2145
?,2331,2331,2331
?,1878,1878,1878
?,167,167,167
?,314,314,314
?,1338,1338,1338
?,1527,1527,1527
?,157,157,157
?,602,602,602
?,2496,2496,2496
?,4002,4002,4002
?,2965,2965,2965
?,2613,2613,2613
?,3328,3328,3328
?,3613,3613,3613
?,415,415,415
?,1565,1565,1565
?,2100,2100,2100
?,4016,4016,4016
?,2972,2972,2972
?,323,323,323
?,1384,1384,1384
?,3799,3799,3799
?,2609,2609,2609
?,3069,3069,3069
?,1237,1237,1237
?,1731,1731,1731
?,1642,1642,1642
?,92,92,92
?,754,754,754
?,3893,3893,3893
?,3059,3059,3059
?,1053,1053,1053
?,2956,2956,2956
?,2675,2675,2675
?,3043,3043,3043
?,3617,3617,3617
?,325,325,325
?,3428,3428,3428
?,3737,3737,3737
?,1776,1776,1776
?,3954,3954,3954
?,477,477,477
?,3251,3251,3251
?,785,785,785
?,2339,2339,2339
?,1069,1069,1069
?,1242,1242,1242
?,2522,2522,2522
?,2106,2106,2106
?,2209,2209,2209
?,3499,3499,3499
?,3252,3252,3252
?,999,999,999
?,2844,2844,2844
?,3273,3273,3273
?,201,201,201
?,1533,1533,1533
?,2349,2349,2349
?,1938,1938,1938
?,882,882,882
?,3116,3116,3116
?,3832,3832,3832
?,1790,1790,1790
?,1126,1126,1126
?,3060,3060,3060
?,2822,2822,2822
?,3188,3188,3188
?,761,761,761
?,1134,1134,1134
?,2055,2055,2055
?,2751,2751,2751
?,188,188,188
?,2477,2477,2477
?,1633,1633,1633
?,3727,3727,3727
?,743,743,743
?,2778,2778,2778
?,1168,1168,1168
?,1117,1117,1117
?,21,21,21
?,1668,1668,1668
?,849,849,849
?,77,77,77
?,3204,3204,3204
?,1698,1698,1698
?,2692,2692,2692
?,532,532,532
?,1126,1126,1126
?,1094,1094,1094
?,1895,1895,1895
?,2454,2454,2454
?,3237,3237,3237
?,3998,3998,3998
?,2601,2601,2601
?,1304,1304,1304
?,398,398,398
?,907,907,907
?,921,921,921
?,75,75,75
?,2905,2905,2905
?,1330,1330,1330
?,906,906,906
?,262,262,262
?,2505,2505,2505
?,1179,1179,1179
?,2983,2983,2983
?,2917,2917,2917
?,2496,2496,2496
?,3388,3388,3388
?,1887,1887,1887
?,2409,2409,2409
?,1724,1724,1724
?,2601,2601,2601
?,2439,2439,2439
?,1347,1347,1347
?,2218,2218,2218
?,1594,1594,1594
?,1949,1949,1949
?,3809,3809,3809
?,2285,2285,2285
?,52,52,52
?,1405,1405,1405
?,1396,1396,1396
?,1310,1310,1310
?,1419,1419,1419
?,3370,3370,3370
?,1821,1821,1821
?,622,622,622
?,1893,1893,1893
?,3500,3500,3500
?,3042,3042,3042
?,2044,2044,2044
?,863,863,863
?,2181,2181,2181
?,2858,2858,2858
?,697,697,697
?,2757,2757,2757
?,1598,1598,1598
?,1048,1048,1048
?,1651,1651,1651
?,133,133,133
?,2707,2707,2707
?,3491,3491,3491
?,2341,2341,2341
?,3964,3964,3964
?,322,322,322
?,2587,2587,2587
?,1993,1993,1993
?,2300,2300,2300
?,4035,4035,4035
?,1415,1415,1415
?,341,341,341
?,851,851,851
?,3064,3064,3064
?,4035,4035,4035
?,2170,2170,2170
?,1513,1513,1513
?,1246,1246,1246
?,1196,1196,1196
?,3076,3076,3076
?,1292,1292,1292
?,1850,1850,1850
?,2763,2763,2763
?,1915,1915,1915
?,122,122,122
?,639,639,639
?,2560,2560,2560
?,2396,2396,2396
?,683,683,683
?,2557,2557,2557
?,1441,1441,1441
?,2314,2314,2314
?,1768,1768,1768
?,1702,1702,1702
?,3134,3134,3134
?,96,96,96
?,3078,3078,3078
?,3987,3987,3987
?,1163,1163,1163
?,2280,2280,2280
?,3048,3048,3048
?,2011,2011,2011
?,4054,4054,4054
?,962,962,962
?,1538,1538,1538
?,3774,3774,3774
?,2202,2202,2202
?,540,540,540
?,1551,1551,1551
?,2487,2487,2487
?,3887,3887,3887
?,3481,3481,3481
?,506,506,506
?,398,398,398
?,1621,1621,1621
?,895,895,895
?,866,866,866
?,454,454,454
?,2338,2338,2338
?,1186,1186,1186
?,732,732,732
?,3543,3543,3543
?,652,652,652
?,3142,3142,3142
?,3185,3185,3185
?,4033,4033,4033
?,3009,3009,3009
?,4010,4010,4010
?,1643,1643,1643
?,2254,2254,2254
?,1674,1674,1674
?,1442,1442,1442
?,3078,3078,3078
?,892,892,892
?,1713,1713,1713
?,3689,3689,3689
?,2455,2455,2455
?,1143,1143,1143
?,1309,1309,1309
?,3156,3156,3156
?,1488,1488,1488
?,2582,2582,2582
?,433,433,433
?,2721,2721,2721
?,3624,3624,3624
?,2814,2814,2814
?,3934,3934,3934
?,2594,2594,2594
?,3121,3121,3121
?,2606,2606,2606
?,1302,1302,1302
?,2058,2058,2058
?,2194,2194,2194
?,2182,2182,2182
?,1607,1607,1607
?,923,923,923
?,3519,3519,3519
?,1655,1655,1655
?,2027,2027,2027
?,3100,3100,3100
?,1901,1901,1901
?,1173,1173,1173
?,3384,3384,3384
?,3787,3787,3787
?,1841,1841,1841
?,643,643,643
?,3785,3785,3785
?,3578,3578,3578
?,728,728,728
?,1639,1639,1639
?,1182,1182,1182
?,14,14,14
?,2182,2182,2182
?,3400,3400,3400
?,1369,1369,1369
?,3125,3125,3125
?,1901,1901,1901
?,2688,2688,2688
?,706,706,706
?,2800,2800,2800
?,3717,3717,3717
?,403,403,403
?,1571,1571,1571
?,2377,2377,2377
?,2676,2676,2676
?,1713,1713,1713
?,3991,3991,3991
?,1714,1714,1714
?,1681,1681,1681
?,774,774,774
?,2607,2607,2607
?,119,119,119
?,2535,2535,2535
?,919,919,919
?,568,568,568
?,2498,2498,2498
?,2540,2540,2540
?,2062,2062,2062
?,330,330,330
?,2456,2456,2456
?,2338,2338,2338
?,2999,2999,2999
?,1675,1675,1675
?,3873,3873,3873
?,94,94,94
?,1332,1332,1332
?,2498,2498,2498
?,1024,1024,1024
?,682,682,682
?,2332,2332,2332
?,2563,2563,2563
?,1933,1933,1933
?,2804,2804,2804
?,373,373,373
?,3899,3899,3899
?,1517,1517,1517
?,94,94,94
?,3044,3044,3044
?,2464,2464,2464
?,3619,3619,3619
?,3236,3236,3236
?,2680,2680,2680
?,1595,1595,1595
?,2262,2262,2262
?,2095,2095,2095
?,3537,3537,3537
?,791,791,791
?,3483,3483,3483
?,3741,3741,3741
?,662,662,662
?,1876,1876,1876
?,1512,1512,1512
?,2962,2962,2962
?,3583,3583,3583
?,981,981,981
?,718,718,718
?,1935,1935,1935
?,3839,3839,3839
?,2920,2920,2920
?,3774,3774,3774
?,819,819,819
?,1322,1322,1322
?,544,544,544
?,1201,1201,1201
?,266,266,266
?,3664,3664,3664
?,127,127,127
?,848,848,848
?,2366,2366,2366
?,1889,1889,1889
?,1881,1881,1881
?,1004,1004,1004
?,2801,2801,2801
?,2471,2471,2471
?,1818,1818,1818
?,4054,4054,4054
?,991,991,991
?,3264,3264,3264
?,725,725,725
?,3985,3985,3985
?,1890,1890,1890
?,2049,2049,2049
?,2628,2628,2628
?,456,456,456
?,3292,3292,3292
?,2475,2475,2475
?,3432,3432,3432
?,1357,1357,1357
?,3573,3573,3573
?,3769,3769,3769
?,3723,3723,3723
?,653,653,653
?,1003,1003,1003
?,1894,1894,1894
?,2958,2958,2958
?,3943,3943,3943
?,287,287,287
?,29,29,29
?,3067,3067,3067
?,133,133,133
?,2794,2794,2794
?,2773,2773,2773
?,1665,1665,1665
?,3552,3552,3552
?,2129,2129,2129
?,1926,1926,1926
?,3532,3532,3532
?,1579,1579,1579
?,289,289,289
?,3208,3208,3208
?,1709,1709,1709
?,3923,3923,3923
?,1066,1066,1066
?,3619,3619,3619
?,2933,2933,2933
?,2201,2201,2201
?,496,496,496
?,2932,2932,2932
?,3181,3181,3181
?,2487,2487,2487
?,2651,2651,2651
?,4052,4052,4052
?,2188,2188,2188
?,2928,2928,2928
?,98,98,98
?,1797,1797,1797
?,1970,1970,1970
?,3391,3391,3391
?,2974,2974,2974
?,245,245,245
?,1200,1200,1200
?,3325,3325,3325
?,1632,1632,1632
?,3393,3393,3393
?,3369,3369,3369
?,2971,2971,2971
?,3149,3149,3149
?,164,164,164
?,1489,1489,1489
?,1637,1637,1637
?,2936,2936,2936
?,3799,3799,3799
?,2096,2096,2096
?,2578,2578,2578
?,2661,2661,2661
?,1803,1803,1803
?,1756,1756,1756
?,3226,3226,3226
?,509,509,509
?,425,425,425
?,598,598,598
?,3470,3470,3470
?,1076,1076,1076
?,3105,3105,3105
?,3381,3381,3381
?,2375,2375,2375
?,3087,3087,3087
?,3243,3243,3243
?,458,458,458
?,2958,2958,2958
?,693,693,693
?,1502,1502,1502
?,1692,1692,1692
?,2690,2690,2690
?,1392,1392,1392
?,582,582,582
?,3740,3740,3740
?,996,996,996
?,3259,3259,3259
?,1977,1977,1977
?,861,861,861
?,1084,1084,1084
?,398,398,398
?,1352,1352,1352
?,2630,2630,2630
?,2842,2842,2842
?,304,304,304
?,1877,1877,1877
?,3684,3684,3684
?,2905,2905,2905
?,2014,2014,2014
?,3083,3083,3083
?,1003,1003,1003
?,3101,3101,3101
?,1065,1065,1065
?,1403,1403,1403
?,1210,1210,1210
?,2823,2823,2823
?,1822,1822,1822
?,1355,1355,1355
?,3226,3226,3226
?,1845,1845,1845
?,2866,2866,2866
?,1057,1057,1057
?,2328,2328,2328
?,1128,1128,1128
?,2435,2435,2435
?,147,147,147
?,3119,3119,3119
?,574,574,574
?,607,607,607
?,2138,2138,2138
?,1182,1182,1182
?,107,107,107
?,906,906,906
?,3606,3606,3606
?,1520,1520,1520
?,2309,2309,2309
?,1486,1486,1486
?,2924,2924,2924
?,1193,1193,1193
?,1257,1257,1257
?,3870,3870,3870
?,2933,2933,2933
?,649,649,649
?,2326,2326,2326
?,2597,2597,2597
?,1249,1249,1249
?,1947,1947,1947
?,2921,2921,2921
?,1802,1802,1802
?,2758,2758,2758
?,1208,1208,1208
?,633,633,633
?,3047,3047,3047
?,3299,3299,3299
?,2848,2848,2848
?,527,527,527
-,4511,4511,4511
-,5779,5779,5779
-,130,130,130
-,1732,1732,1732
-,3654,3654,3654
-,7450,7450,7450
-,3186,3186,3186
-,5627,5627,5627
-,814,814,814
-,5970,5970,5970
-,1539,1539,1539
-,3030,3030,3030
-,5052,5052,5052
-,5372,5372,5372
-,4266,4266,4266
-,1701,1701,1701
-,2939,2939,2939
-,1930,1930,1930
-,3103,3103,3103
-,2891,2891,2891
-,7826,7826,7826
-,4186,4186,4186
-,3015,3015,3015
-,367,367,367
-,4872,4872,4872
-,2159,2159,2159
-,567,567,567
-,3761,3761,3761
-,3704,3704,3704
-,621,621,621
-,7110,7110,7110
-,2270,2270,2270
-,4794,4794,4794
-,2158,2158,2158
-,3002,3002,3002
-,5147,5147,5147
-,2223,2223,2223
-,5032,5032,5032
-,5760,5760,5760
-,3932,3932,3932
-,184,184,184
-,4914,4914,4914
-,3631,3631,3631
-,6745,6745,6745
-,6314,6314,6314
-,7259,7259,7259
-,2179,2179,2179
-,3513,3513,3513
-,4867,4867,4867
-,4984,4984,4984
-,5575,5575,5575
-,3082,3082,3082
-,4939,4939,4939
-,6864,6864,6864
-,5383,5383,5383
-,500,500,500
-,1412,1412,1412
-,2955,2955,2955
-,1736,1736,1736
-,3673,3673,3673
-,4593,4593,4593
-,5991,5991,5991
-,6270,6270,6270
-,2929,2929,2929
-,1070,1070,1070
-,4960,4960,4960
-,1422,1422,1422
-,7474,7474,7474
-,959,959,959
-,4185,4185,4185
-,5712,5712,5712
-,3400,3400,3400
-,3158,3158,3158
-,6775,6775,6775
-,5776,5776,5776
-,7507,7507,7507
-,5768,5768,5768
-,5065,5065,5065
-,4347,4347,4347
-,3087,3087,3087
-,7499,7499,7499
-,1552,1552,1552
-,7112,7112,7112
-,593,593,593
-,5083,5083,5083
-,2205,2205,2205
-,2113,2113,2113
-,5121,5121,5121
-,3419,3419,3419
-,4622,4622,4622
-,3883,3883,3883
-,1983,1983,1983
-,1007,1007,1007
-,992,992,992
-,2297,2297,2297
-,6389,6389,6389
-,3316,3316,3316
-,5457,5457,5457
-,7918,7918,7918
-,686,686,686
-,202,202,202
-,3968,3968,3968
-,6649,6649,6649
-,487,487,487
-,2405,2405,2405
-,5476,5476,5476
-,6608,6608,6608
-,5560,5560,5560
-,977,977,977
-,3091,3091,3091
-,1648,1648,1648
-,5990,5990,5990
-,1768,1768,1768
-,529,529,529
-,5272,5272,5272
-,1564,1564,1564
-,1296,1296,1296
-,4588,4588,4588
-,6982,6982,6982
-,5940,5940,5940
-,6781,6781,6781
-,4996,4996,4996
-,4269,4269,4269
-,2071,2071,2071
-,1159,1159,1159
-,7825,7825,7825
-,90,90,90
-,4317,4317,4317
-,5658,5658,5658
-,2703,2703,2703
-,2407,2407,2407
-,3592,3592,3592
-,1887,1887,1887
-,7625,7625,7625
-,1155,1155,1155
-,3799,3799,3799
-,1749,1749,1749
-,2731,2731,2731
-,5107,5107,5107
-,3894,3894,3894
-,1037,1037,1037
-,2982,2982,2982
-,65,65,65
-,4707,4707,4707
-,6774,6774,6774
-,4070,4070,4070
-,2878,2878,2878
-,2440,2440,2440
-,7873,7873,7873
-,2130,2130,2130
-,4178,4178,4178
-,1976,1976,1976
-,6096,6096,6096
-,4095,4095,4095
-,4195,4195,4195
-,7036,7036,7036
-,1376,1376,1376
-,6063,6063,6063
-,6697,6697,6697
-,3415,3415,3415
-,7255,7255,7255
-,1168,1168,1168
-,5983,5983,5983
-,3061,3061,3061
-,4493,4493,4493
-,7425,7425,7425
-,339,339,339
-,3838,3838,3838
-,1291,1291,1291
-,1345,1345,1345
-,2895,2895,2895
-,6212,6212,6212
-,37,37,37
-,2678,2678,2678
-,6101,6101,6101
-,395,395,395
-,5805,5805,5805
-,5767,5767,5767
-,4431,4431,4431
-,832,832,832
-,6772,6772,6772
-,10,10,10
-,829,829,829
-,3148,3148,3148
-,2447,2447,2447
-,5692,5692,5692
-,6726,6726,6726
-,4340,4340,4340
-,4736,4736,4736
-,5752,5752,5752
-,6485,6485,6485
-,3414,3414,3414
-,1546,1546,1546
-,1793,1793,1793
-,5891,5891,5891
-,2679,2679,2679
-,4682,4682,4682
-,2578,2578,2578
-,7105,7105,7105
-,7280,7280,7280
-,1611,1611,1611
-,1387,1387,1387
-,6030,6030,6030
-,1886,1886,1886
-,2607,2607,2607
-,930,930,930
-,3147,3147,3147
-,5625,5625,5625
-,4793,4793,4793
-,5031,5031,5031
-,2922,2922,2922
-,7635,7635,7635
-,4419,4419,4419
-,1142,1142,1142
-,4961,4961,4961
-,4207,4207,4207
-,3919,3919,3919
-,3822,3822,3822
-,418,418,418
-,3534,3534,3534
-,6170,6170,6170
-,292,292,292
-,6766,6766,6766
-,2574,2574,2574
-,7180,7180,7180
-,5348,5348,5348
-,7244,7244,7244
-,1497,1497,1497
-,7495,7495,7495
-,156,156,156
-,3909,3909,3909
-,7013,7013,7013
-,7138,7138,7138
-,1925,1925,1925
-,4638,4638,4638
-,1724,1724,1724
-,4192,4192,4192
-,3984,3984,3984
-,4760,4760,4760
-,6770,6770,6770
-,6012,6012,6012
